id,name,city_id
res_country_district_665,印江土家族苗族自治县,铜仁市
res_country_district_666,玉屏侗族自治县,铜仁市
res_country_district_667,赤水市,遵义市
res_country_district_668,道真仡佬族苗族自治县,遵义市
res_country_district_669,凤冈县,遵义市
res_country_district_670,红花岗区,遵义市
res_country_district_671,汇川区,遵义市
res_country_district_672,湄潭县,遵义市
res_country_district_673,仁怀市,遵义市
res_country_district_674,绥阳县,遵义市
res_country_district_675,桐梓县,遵义市
res_country_district_676,务川仡佬族苗族自治县,遵义市
res_country_district_677,习水县,遵义市
res_country_district_678,余庆县,遵义市
res_country_district_679,正安县,遵义市
res_country_district_680,遵义县,遵义市
res_country_district_681,白沙黎族自治县,儋州市
res_country_district_682,保亭黎族苗族自治县,儋州市
res_country_district_683,昌江黎族自治县,儋州市
res_country_district_684,澄迈县,儋州市
res_country_district_685,定安县,儋州市
res_country_district_686,东方市,儋州市
res_country_district_687,乐东黎族自治县,儋州市
res_country_district_688,临高县,儋州市
res_country_district_689,陵水黎族自治县,儋州市
res_country_district_690,琼海市,儋州市
res_country_district_691,琼中黎族苗族自治县,儋州市
res_country_district_692,屯昌县,儋州市
res_country_district_693,万宁市,儋州市
res_country_district_694,文昌市,儋州市
res_country_district_695,五指山市,儋州市
res_country_district_696,龙华区,海口市
res_country_district_697,美兰区,海口市
res_country_district_698,琼山区,海口市
res_country_district_699,秀英区,海口市
res_country_district_700,南沙群岛,三沙市
res_country_district_701,西沙群岛,三沙市
res_country_district_702,中沙群岛,三沙市
res_country_district_703,海棠区,三亚市
res_country_district_704,吉阳区,三亚市
res_country_district_705,天涯区,三亚市
res_country_district_706,崖州区,三亚市
res_country_district_707,安国市,保定市
res_country_district_708,安新县,保定市
res_country_district_709,北市区,保定市
res_country_district_710,博野县,保定市
res_country_district_711,定兴县,保定市
res_country_district_712,定州市,保定市
res_country_district_713,阜平县,保定市
res_country_district_714,高碑店市,保定市
res_country_district_715,高阳县,保定市
res_country_district_716,涞水县,保定市
res_country_district_717,涞源县,保定市
res_country_district_718,蠡县,保定市
res_country_district_719,满城县,保定市
res_country_district_720,南市区,保定市
res_country_district_721,清苑县,保定市
res_country_district_722,曲阳县,保定市
res_country_district_723,容城县,保定市
res_country_district_724,顺平县,保定市
res_country_district_725,唐县,保定市
res_country_district_726,望都县,保定市
res_country_district_727,新市区,保定市
res_country_district_728,雄县,保定市
res_country_district_729,徐水县,保定市
res_country_district_730,易县,保定市
res_country_district_731,涿州市,保定市
res_country_district_732,泊头市,沧州市
res_country_district_733,沧县,沧州市
res_country_district_734,东光县,沧州市
res_country_district_735,海兴县,沧州市
res_country_district_736,河间市,沧州市
res_country_district_737,黄骅市,沧州市
res_country_district_738,孟村回族自治县,沧州市
res_country_district_739,南皮县,沧州市
res_country_district_740,青县,沧州市
res_country_district_741,任丘市,沧州市
res_country_district_742,肃宁县,沧州市
res_country_district_743,吴桥县,沧州市
res_country_district_744,献县,沧州市
