id,product_id:id,uom_id
bundle_product_1,product_template_service_2,Unit(s)
bundle_product_2,product_template_service_3,Unit(s)
bundle_product_3,product_template_service_4,Unit(s)
bundle_product_4,product_template_service_11,Unit(s)
bundle_product_5,product_template_service_12,Unit(s)
bundle_product_6,product_template_service_13,Unit(s)
